timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1717007097954,308,Змінити героя,200,OK,Endurance Test 1-490,text,true,,262,231,628,628,http://localhost:3001/character/4,308,0,0
1717007098018,244,Отримати героя за id ,200,OK,Endurance Test 1-977,text,true,,266,130,628,628,http://localhost:3001/character/2,244,0,0
1717007098105,157,Отриати всіх героїв ,200,OK,Endurance Test 1-749,text,true,,8122,129,628,628,http://localhost:3001/characters,157,0,0
1717007098105,157,Видалити героя,200,OK,Endurance Test 1-724,text,true,,249,216,628,628,http://localhost:3001/character/4,157,0,0
1717007098099,163,Змінити героя,200,OK,Endurance Test 1-906,text,true,,262,231,628,628,http://localhost:3001/character/4,163,0,0
1717007097955,306,Створити героя ,200,OK,Endurance Test 1-530,text,true,,263,236,628,628,http://localhost:3001/character,306,0,0
1717007098104,157,Змінити героя,200,OK,Endurance Test 1-963,text,true,,262,231,628,628,http://localhost:3001/character/4,157,0,0
1717007097960,301,Отримати героя за id ,200,OK,Endurance Test 1-893,text,true,,266,130,628,628,http://localhost:3001/character/2,217,0,0
1717007097956,306,Створити героя ,200,OK,Endurance Test 1-659,text,true,,263,236,628,628,http://localhost:3001/character,306,0,0
1717007098103,158,Отриати всіх героїв ,200,OK,Endurance Test 1-508,text,true,,8180,129,628,628,http://localhost:3001/characters,158,0,0
1717007097957,304,Змінити героя,200,OK,Endurance Test 1-691,text,true,,262,231,628,628,http://localhost:3001/character/4,304,0,0
1717007098103,158,Отриати всіх героїв ,200,OK,Endurance Test 1-899,text,true,,8180,129,628,628,http://localhost:3001/characters,158,0,0
1717007098101,291,Створити героя ,200,OK,Endurance Test 1-886,text,true,,263,236,627,627,http://localhost:3001/character,290,0,0
1717007098107,283,Отриати всіх героїв ,200,OK,Endurance Test 1-924,text,true,,7804,129,627,627,http://localhost:3001/characters,281,0,0
1717007098099,292,Видалити героя,200,OK,Endurance Test 1-692,text,true,,249,216,627,627,http://localhost:3001/character/4,292,0,0
1717007098086,306,Отримати героя за id ,200,OK,Endurance Test 1-874,text,true,,266,130,627,627,http://localhost:3001/character/2,306,0,0
1717007097960,433,Отримати героя за id ,200,OK,Endurance Test 1-967,text,true,,266,130,627,627,http://localhost:3001/character/2,116,0,0
1717007097391,787,Отриати всіх героїв ,200,OK,Endurance Test 1-719,text,true,,2583,129,627,627,http://localhost:3001/characters,624,0,1
1717007098100,294,Отриати всіх героїв ,200,OK,Endurance Test 1-489,text,true,,7832,129,627,627,http://localhost:3001/characters,293,0,0
1717007098098,298,Змінити героя,200,OK,Endurance Test 1-802,text,true,,262,231,627,627,http://localhost:3001/character/4,298,0,0
1717007098190,196,Змінити героя,200,OK,Endurance Test 1-380,text,true,,262,231,627,627,http://localhost:3001/character/4,69,0,0
1717007097955,442,Створити героя ,200,OK,Endurance Test 1-669,text,true,,263,236,627,627,http://localhost:3001/character,432,0,0
1717007097959,439,Створити героя ,200,OK,Endurance Test 1-717,text,true,,263,236,627,627,http://localhost:3001/character,439,0,0
1717007098100,289,Отриати всіх героїв ,200,OK,Endurance Test 1-500,text,true,,7803,129,627,627,http://localhost:3001/characters,289,0,0
1717007098107,305,Отримати героя за id ,200,OK,Endurance Test 1-439,text,true,,266,130,630,630,http://localhost:3001/character/2,305,0,0
1717007098106,306,Отриати всіх героїв ,200,OK,Endurance Test 1-412,text,true,,7804,129,630,630,http://localhost:3001/characters,281,0,0
1717007097958,457,Змінити героя,200,OK,Endurance Test 1-485,text,true,,262,231,630,630,http://localhost:3001/character/4,429,0,0
1717007098192,199,Створити героя ,200,OK,Endurance Test 1-732,text,true,,263,236,627,627,http://localhost:3001/character,199,0,0
1717007097955,461,Створити героя ,200,OK,Endurance Test 1-725,text,true,,263,236,630,630,http://localhost:3001/character,433,0,0
1717007098102,315,Створити героя ,200,OK,Endurance Test 1-738,text,true,,263,236,630,630,http://localhost:3001/character,285,0,0
1717007098105,284,Отриати всіх героїв ,200,OK,Endurance Test 1-713,text,true,,7833,129,627,627,http://localhost:3001/characters,283,0,0
1717007097955,463,Змінити героя,200,OK,Endurance Test 1-481,text,true,,262,231,630,630,http://localhost:3001/character/4,463,0,0
1717007098100,318,Створити героя ,200,OK,Endurance Test 1-974,text,true,,263,236,630,630,http://localhost:3001/character,318,0,0
1717007097954,464,Змінити героя,200,OK,Endurance Test 1-540,text,true,,262,231,630,630,http://localhost:3001/character/4,464,0,0
1717007098018,370,Видалити героя,200,OK,Endurance Test 1-534,text,true,,249,216,627,627,http://localhost:3001/character/4,370,0,0
1717007097509,910,Створити героя ,200,OK,Endurance Test 1-477,text,true,,263,236,630,630,http://localhost:3001/character,910,0,0
1717007097956,433,Змінити героя,200,OK,Endurance Test 1-533,text,true,,262,231,627,627,http://localhost:3001/character/4,433,0,0
1717007097954,435,Змінити героя,200,OK,Endurance Test 1-525,text,true,,262,231,627,627,http://localhost:3001/character/4,435,0,0
1717007098104,285,Отриати всіх героїв ,200,OK,Endurance Test 1-916,text,true,,7833,129,627,627,http://localhost:3001/characters,285,0,0
1717007097394,780,Отриати всіх героїв ,200,OK,Endurance Test 1-601,text,true,,2583,129,630,630,http://localhost:3001/characters,549,0,0
1717007098109,279,Створити героя ,200,OK,Endurance Test 1-920,text,true,,263,236,630,630,http://localhost:3001/character,279,0,0
1717007098103,285,Видалити героя,200,OK,Endurance Test 1-398,text,true,,249,216,630,630,http://localhost:3001/character/4,285,0,0
1717007097955,433,Створити героя ,200,OK,Endurance Test 1-754,text,true,,263,236,630,630,http://localhost:3001/character,433,0,0
1717007098102,287,Отримати героя за id ,200,OK,Endurance Test 1-961,text,true,,266,130,627,627,http://localhost:3001/character/2,287,0,0
1717007097955,467,Змінити героя,200,OK,Endurance Test 1-474,text,true,,262,231,630,630,http://localhost:3001/character/4,433,0,0
1717007098106,282,Видалити героя,200,OK,Endurance Test 1-836,text,true,,249,216,629,629,http://localhost:3001/character/4,282,0,0
1717007097958,431,Отримати героя за id ,200,OK,Endurance Test 1-930,text,true,,266,130,627,627,http://localhost:3001/character/2,431,0,0
1717007098109,280,Видалити героя,200,OK,Endurance Test 1-697,text,true,,249,216,627,627,http://localhost:3001/character/4,278,0,0
1717007098092,168,Отримати героя за id ,200,OK,Endurance Test 1-386,text,true,,266,130,629,629,http://localhost:3001/character/2,168,0,0
1717007098185,75,Видалити героя,200,OK,Endurance Test 1-585,text,true,,249,216,629,629,http://localhost:3001/character/4,75,0,0
1717007098185,75,Видалити героя,200,OK,Endurance Test 1-814,text,true,,249,216,629,629,http://localhost:3001/character/4,75,0,0
1717007097508,752,Створити героя ,200,OK,Endurance Test 1-835,text,true,,263,236,629,629,http://localhost:3001/character,752,0,0
1717007097429,831,Створити героя ,200,OK,Endurance Test 1-651,text,true,,263,236,629,629,http://localhost:3001/character,831,0,0
