timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1717006942319,487,Отриати всіх героїв ,200,OK,Endurance Test 1-49,text,true,,581,129,100,100,http://localhost:3001/characters,458,0,356
1717006942314,490,Отриати всіх героїв ,200,OK,Endurance Test 1-20,text,true,,581,129,100,100,http://localhost:3001/characters,472,0,361
1717006942320,485,Отриати всіх героїв ,200,OK,Endurance Test 1-17,text,true,,581,129,100,100,http://localhost:3001/characters,464,0,356
1717006942311,494,Отриати всіх героїв ,200,OK,Endurance Test 1-81,text,true,,581,129,100,100,http://localhost:3001/characters,475,0,360
1717006942307,498,Отриати всіх героїв ,200,OK,Endurance Test 1-8,text,true,,581,129,100,100,http://localhost:3001/characters,474,0,363
1717006942322,482,Отриати всіх героїв ,200,OK,Endurance Test 1-57,text,true,,581,129,100,100,http://localhost:3001/characters,463,0,350
1717006942322,483,Отриати всіх героїв ,200,OK,Endurance Test 1-76,text,true,,581,129,100,100,http://localhost:3001/characters,462,0,352
1717006942312,492,Отриати всіх героїв ,200,OK,Endurance Test 1-6,text,true,,581,129,100,100,http://localhost:3001/characters,472,0,358
1717006942304,499,Отриати всіх героїв ,200,OK,Endurance Test 1-1,text,true,,581,129,100,100,http://localhost:3001/characters,480,0,371
1717006942322,483,Отриати всіх героїв ,200,OK,Endurance Test 1-64,text,true,,581,129,100,100,http://localhost:3001/characters,461,0,350
1717006942344,461,Отриати всіх героїв ,200,OK,Endurance Test 1-95,text,true,,581,129,100,100,http://localhost:3001/characters,434,0,332
1717006942310,496,Отриати всіх героїв ,200,OK,Endurance Test 1-38,text,true,,581,129,100,100,http://localhost:3001/characters,471,0,360
1717006942347,459,Отриати всіх героїв ,200,OK,Endurance Test 1-94,text,true,,581,129,100,100,http://localhost:3001/characters,430,0,326
1717006942322,484,Отриати всіх героїв ,200,OK,Endurance Test 1-70,text,true,,581,129,100,100,http://localhost:3001/characters,459,0,351
1717006942312,492,Отриати всіх героїв ,200,OK,Endurance Test 1-21,text,true,,581,129,100,100,http://localhost:3001/characters,473,0,360
